Estacion;Porc_datos;pct_nulos;Celda_XY;Conteo_celda;Nombre_Est;Depto;Mpio;AH; Z_SZH;x;y
21250620;38;63;(1 - 7);23;MANGON EL ;Tolima; LÈrida ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4787516,872;2090533,959
21250630;37;64;(1 - 7);23;BALMORAL ;Tolima; LÈrida ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4787511,703;2088691,375
21250640;3;98;(1 - 8);10;PIEDRAS NEGRAS ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4800440,48;2084971,325
21255070;0;100;(2 - 7);24;BLEDONIA ;Tolima; LÈrida ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4787553,553;2103432,64
21255080;89;11;(1 - 8);10;SALTO EL ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Coello ;4804000,347;2086850,613
21255090;66;34;(2 - 7);24;ARMERO GRANJA ;Tolima; Armero (Guayabal) ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4789423,68;2110797,61
21255110;82;18;(1 - 7);23;SANTA ISABEL ;Tolima; Santa Isabel ; Magdalena Cauca ; rÌo Totare;4763613,71;2077898,511
21255120;80;20;(2 - 7);24;VILLAHERMOSA ;Tolima; Villahermosa ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4765300,572;2112734,22
21255140;59;42;(1 - 7);23;QUINTA LA ;Tolima; LÈrida ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4787077,851;2091069,548
21255150;50;51;(1 - 7);23;GARCIA HACIENDA ;Tolima; LÈrida ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4790313,647;2094810,132
21255170;99;2;(1 - 7);23;Murillo Aut;Tolima; Murillo ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4759075,115;2096577,929
22050100;61;39;(1 - 7);23;GUAYABOS LOS ;Tolima; Coyaima ; Magdalena Cauca ; rÌo Totare;4767469,136;2072889,796
23010020;94;6;(2 - 7);24;EDEN EL ;Tolima; Fresno ; Magdalena Cauca ; rÌo GualÌ ;4772967,46;2128358,872
23010070;5;96;(2 - 7);24;MACARENA LA HACIENDA ;Tolima; Mariquita ; Magdalena Cauca ; rÌo GualÌ ;4791329,737;2131059,928
23010080;97;3;(2 - 8);12;Idema Honda;Tolima; Honda ; Magdalena Cauca ; rÌo GualÌ ;4806159,283;2133016,495
23010110;6;95;(2 - 7);24;SUBESTACION ELECTR ;Tolima; Mariquita ; Magdalena Cauca ; rÌo GualÌ ;4793177,26;2131054,464
23015040;51;50;(2 - 7);24;AEROPUERTO MARIQUITA ;Tolima; Mariquita ; Magdalena Cauca ; rÌo GualÌ ;4790999,768;2133978,338
23020080;88;13;(2 - 7);24;MANZANARES ;Caldas; Manzanares ; Magdalena Cauca ; rÌo GuarinÛ ;4762457,529;2140249,33
23020090;89;12;(2 - 6);13;MARULANDA ;Caldas; Marulanda ; Magdalena Cauca ; rÌo GuarinÛ ;4748822,429;2141685,947
23020100;88;12;(2 - 7);24;VICTORIA LA ;Caldas; Victoria ; Magdalena Cauca ; rÌo GuarinÛ ;4787906,467;2146299,439
23025020;85;15;(2 - 8);12;ESPERANZA LA ;Tolima; Honda ; Magdalena Cauca ; rÌo GualÌ ;4808443,689;2139778,6
23025040;66;35;(2 - 7);24;ALBANIA ;Tolima; Mariquita ; Magdalena Cauca ; rÌo GuarinÛ ;4789224,236;2142383,197
23030010;5;95;(3 - 8);10;ESPERANZA LA HACIENDA ;Cundinamarca; Puerto Salgar ; Magdalena Cauca ; Directos al Magdalena entre rÌos Seco y Negro (md) ;4819120,213;2162302,697
23035020;74;27;(3 - 8);10;AEROPUERTO PALANQUERO ;Cundinamarca; Puerto Salgar ; Magdalena Cauca ; Directos al Magdalena entre rÌos Seco y Negro (md) ;4816752,339;2162831,177
23040030;88;12;(3 - 8);10;Idema Dorada;Caldas; La Dorada ; Magdalena Cauca ; Directos Magdalena entre rÌos GuarinÛ y La Miel ;4814379,277;2163700,609
23040050;2;99;(3 - 8);10;BASCULA LA ;Caldas; La Dorada ; Magdalena Cauca ; Directos Magdalena entre rÌos GuarinÛ y La Miel ;4809878,499;2158643,584
23040060;5;96;(3 - 8);10;PALMAR EL HACIENDA ;Caldas; La Dorada ; Magdalena Cauca ; Directos Magdalena entre rÌos GuarinÛ y La Miel ;4808032,106;2158648,849
23040070;87;14;(2 - 7);24;CANAVERAL ;Caldas; Victoria ; Magdalena Cauca ; rÌo La Miel (Saman·) ;4784880,37;2147119,658
23050070;18;82;(3 - 8);10;NORCASIA ;Caldas; Victoria ; Magdalena Cauca ; Directos Magdalena entre rÌos GuarinÛ y La Miel ;4809920,838;2173382,924
23050080;95;6;(2 - 7);24;MARQUETALIA ;Caldas; Marquetalia ; Magdalena Cauca ; rÌo La Miel (Saman·) ;4772069,502;2143899,467
23050100;77;23;(3 - 8);10;SAN MIGUEL ;Antioquia; SonsÛn ; Magdalena Cauca ; rÌo La Miel (Saman·) ;4808931,664;2191524,734
23050230;85;16;(3 - 7);5;SAN JOSE PENSILVAN ;Caldas; Pensilvania ; Magdalena Cauca ; rÌo La Miel (Saman·) ;4761935,904;2152269,865
23050250;74;26;(3 - 7);5;NORCASIA RADIO ;Caldas; Norcasia ; Magdalena Cauca ; rÌo La Miel (Saman·) ;4790536,892;2174305,11
23055040;85;15;(3 - 7);5;SAMANA ;Caldas; Saman· ; Magdalena Cauca ; rÌo La Miel (Saman·) ;4778568,619;2157204,152
23055070;52;48;(3 - 7);5;ARGELIA ;Antioquia; Argelia; Magdalena Cauca ; rÌo La Miel (Saman·) ;4763093,962;2191596,285
23055080;18;82;(3 - 7);5;FLORENCIA ;Caldas; Saman· ; Magdalena Cauca ; rÌo La Miel (Saman·) ;4772985,207;2169815,161
23060090;10;91;(3 - 8);10;YACOPI ;Cundinamarca; YacopÌ; Magdalena Cauca ; rÌo Negro ;4848666,83;2165913,245
23060110;93;8;(2 - 8);12;CAPARRAPI ;Cundinamarca; CaparrapÌ ; Magdalena Cauca ; rÌo Negro ;4834436,708;2149609,83
23060140;89;11;(2 - 8);12;TUSCOLO EL ;Cundinamarca; Guaduas ; Magdalena Cauca ; rÌo Negro ;4821807,98;2118386,895
23060150;87;13;(3 - 8);10;PUERTO LIBRE ;Cundinamarca; Puerto Salgar ; Magdalena Cauca ; rÌo Negro ;4819874,411;2194535,72
23060160;88;13;(3 - 8);10;SAN PABLO ;Cundinamarca; CaparrapÌ ; Magdalena Cauca ; rÌo Negro ;4838057,251;2164289,581
23060170;73;27;(2 - 8);12;PALMA LA ;Cundinamarca; La Palma ; Magdalena Cauca ; rÌo Negro ;4846142,115;2149269,183
23060180;90;10;(2 - 9);6;PENON EL ;Cundinamarca; El PeÒÛn; Magdalena Cauca ; rÌo Negro ;4856600,933;2138645,278
23060190;86;14;(2 - 8);12;UTICA ;Cundinamarca; Ì≈°tica ; Magdalena Cauca ; rÌo Negro ;4835423,421;2132352,69
23060260;65;36;(2 - 8);12;CHILAGUA FINCA ;Cundinamarca; Nocaima ; Magdalena Cauca ; rÌo Negro ;4846857,913;2117797,98
23060270;6;95;(2 - 9);6;CABRERA LA ;Cundinamarca; Pacho ; Magdalena Cauca ; rÌo Negro ;4872586,155;2125339,69
23060290;67;33;(2 - 8);12;SILENCIO EL ;Cundinamarca; Sasaima ; Magdalena Cauca ; rÌo Negro ;4843508,8;2107694,942
23060370;24;77;(2 - 8);12;ESTANCIA LA ;Cundinamarca; La Vega ; Magdalena Cauca ; rÌo Negro ;4848537,809;2106965,949
23065110;84;17;(3 - 9);15;YACOPI Aut;Cundinamarca; YacopÌ; Magdalena Cauca ; rÌo Negro ;4850000,384;2164160,195
23065120;86;14;(2 - 9);6;CABRERA LA ;Cundinamarca; Pacho ; Magdalena Cauca ; rÌo Negro ;4873766,66;2126246,273
23065200;10;91;(2 - 8);12;TRAPICHE EL ;Cundinamarca; Villeta ; Magdalena Cauca ; rÌo Negro ;4833339,188;2113799,739
23070010;54;47;(4 - 8);6;CLARO DE LUNA ;Antioquia; SonsÛn ; Magdalena Cauca ; Directos Magdalena Medio entre rÌos La Miel y Nare ;4804996,454;2205981,864
23070020;66;34;(4 - 7);13;RIO CLARO ;Antioquia; SonsÛn ; Magdalena Cauca ; Directos Magdalena Medio entre rÌos La Miel y Nare ;4795436,611;2205361,586
23080390;84;17;(5 - 7);20;SANTO DOMINGO ;Antioquia; Santo Domingo ; Magdalena Cauca ; rÌo Nare ;4760785,105;2273245,7
23080490;34;67;(4 - 7);13;SAN CARLOS ;Antioquia; San Carlos; Magdalena Cauca ; rÌo Nare ;4780631,666;2243498,555
23080630;30;70;(5 - 7);20;TOPACIO EL ;Antioquia; San Rafael ; Magdalena Cauca ; rÌo Nare ;4780708,593;2263768,662
23080640;93;7;(4 - 6);19;MARINILLA ;Antioquia; Marinilla ; Magdalena Cauca ; rÌo Nare ;4742476,387;2240455,761
23080650;93;8;(4 - 6);19;CAMPOALEGRE ;Antioquia; Carmen De Viboral ; Magdalena Cauca ; rÌo Nare ;4741587,176;2229698,542
23080660;25;75;(5 - 7);20;MORRO EL ;Antioquia; Santo Domingo ; Magdalena Cauca ; rÌo Nare ;4764154,675;2273049,542
23080680;29;71;(5 - 7);20;ALEJANDRIA ;Antioquia; AlejandrÌa ; Magdalena Cauca ; rÌo Nare ;4762272,576;2263842,629
23080720;64;36;(5 - 8);9;CANTERAS ;Antioquia; Puerto Nare ; Magdalena Cauca ; rÌo Nare ;4814846,79;2251800,529
23080730;47;53;(5 - 7);20;TEJAR EL ;Antioquia; San Rafael ; Magdalena Cauca ; rÌo Nare ;4775141,852;2254576,247
23080740;90;11;(5 - 7);20;CONCEPCION ;Antioquia; ConcepciÛn; Magdalena Cauca ; rÌo Nare ;4750202,532;2265399,488
23080750;89;12;(4 - 7);13;COCORNA ;Antioquia; Cocorn· ; Magdalena Cauca ; rÌo Nare ;4758514,393;2227367,158
23080760;88;12;(5 - 7);20;SAN ROQUE ;Antioquia; San Roque ; Magdalena Cauca ; rÌo Nare ;4777030,132;2275300,517
23080790;37;63;(4 - 6);19;LINDA LA ;Antioquia; Carmen De Viboral ; Magdalena Cauca ; rÌo Nare ;4747317,95;2215985,95
23080800;36;65;(4 - 7);13;PATIO BONITO ;Antioquia; San Carlos; Magdalena Cauca ; rÌo Nare ;4789845,626;2241622,154
23080810;66;34;(4 - 7);13;JORDAN EL ;Antioquia; San Carlos; Magdalena Cauca ; rÌo Nare ;4797825,69;2248909,27
23080820;64;37;(4 - 7);13;TAFETANES ;Antioquia; Granada; Magdalena Cauca ; rÌo Nare ;4765734,517;2237664,99
23080910;16;85;(4 - 7);13;MEDIOS LOS ;Antioquia; Granada; Magdalena Cauca ; rÌo Nare ;4769537,593;2236169,617
23080920;55;45;(4 - 6);19;SANTUARIO ;Antioquia; Santuario; Magdalena Cauca ; rÌo Nare ;4748876,404;2235884,902
23080930;21;80;(4 - 7);13;POPO EL ;Antioquia; San Carlos; Magdalena Cauca ; rÌo Nare ;4780631,666;2243498,555
23080940;46;54;(5 - 7);20;PRESA SAN LORENZO ;Antioquia; AlejandrÌa ; Magdalena Cauca ; rÌo Nare ;4779222,25;2263912,614
23080950;20;80;(5 - 7);20;VIENTO EL ;Antioquia; AlejandrÌa ; Magdalena Cauca ; rÌo Nare ;4767811,104;2265662,686
23085010;5;95;(4 - 7);13;CALDERAS ;Antioquia; San Carlos; Magdalena Cauca ; rÌo Nare ;4771389,196;2238005,298
23085030;64;37;(5 - 7);20;ALEJANDRIA ;Antioquia; AlejandrÌa ; Magdalena Cauca ; rÌo Nare ;4763000,65;2263056,338
23085080;88;13;(5 - 7);20;Granja Experimental El Nus Aut;Antioquia; San Roque ; Magdalena Cauca ; rÌo Nare ;4796967,525;2274791,715
23085100;3;97;(4 - 6);19;CARMELO EL HACIENDA ;Antioquia; La Ceja ; Magdalena Cauca ; rÌo Nare ;4734439,349;2225256,83
23085110;87;13;(4 - 7);13;PENOL EL ;Antioquia; PeÒol; Magdalena Cauca ; rÌo Nare ;4752091,582;2245184,991
23085130;11;89;(4 - 7);13;SAN CARLOS ;Antioquia; San Carlos; Magdalena Cauca ; rÌo Nare ;4780631,666;2243498,555
23085140;88;13;(4 - 7);13;SAN FRANCISCO ;Antioquia; San Francisco; Magdalena Cauca ; rÌo Nare ;4767543,779;2217432,212
23085160;81;19;(5 - 7);20;CORRIENTES ;Antioquia; San Vicente ; Magdalena Cauca ; rÌo Nare ;4750782,331;2255997,174
23085210;55;46;(5 - 7);20;VIOLETAS LAS ;Antioquia; San Rafael ; Magdalena Cauca ; rÌo Nare ;4778543,53;2259968,607
23085220;69;32;(4 - 7);13;SAN CARLOS ;Antioquia; San Carlos; Magdalena Cauca ; rÌo Nare ;4774463,368;2238841,189
23085260;81;20;(4 - 6);19;LA SELVA Aut;Antioquia; Rionegro; Magdalena Cauca ; rÌo Nare ;4732876,551;2236166,766
23085270;74;26;(4 - 6);19;Aerop. J.M. CORDOVA Aut;Antioquia; Rionegro; Magdalena Cauca ; rÌo Nare ;4731186,72;2240386,369
23090020;85;16;(5 - 8);9;VIRGINIAS ;Antioquia; Puerto BerrÌo ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4814061,581;2264780,6
23090040;14;86;(5 - 8);9;PUERTO BERRIO ;Antioquia; Puerto BerrÌo ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4845256,656;2276452,246
23090080;0;100;(5 - 8);9;PUERTO BERRIO ;Antioquia; Puerto BerrÌo ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4845256,656;2276452,246
23090090;13;87;(5 - 8);9;POZOS LOS ;Antioquia; Puerto BerrÌo ; Magdalena Cauca ; Directos al Magdalena Medio entre rÌos Negro ;4847099,192;2276447,179
23090100;33;68;(5 - 8);9;SAN JUAN BEDUTH ;Antioquia; Puerto BerrÌo ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4839760,886;2287521,308
23090110;70;31;(5 - 8);9;MURILLO ;Antioquia; Puerto BerrÌo ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4845810,365;2287841,782
23095010;73;28;(5 - 8);9;AEROPUERTO PUERTO BERRIO ;Antioquia; Puerto BerrÌo ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4843894,687;2272587,349
23100030;99;2;(6 - 8);8;TIGRE EL ;Antioquia; VegachÌ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4802752,773;2314226,828
23100040;87;13;(5 - 7);20;YOLOMBO ;Antioquia; YolombÛ ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4777750,108;2287103,941
23100050;46;54;(6 - 8);8;BODEGA LA ;Antioquia; Puerto BerrÌo ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4844218,701;2300312,88
23100070;61;40;(5 - 8);9;RAMBLAS ;Antioquia; YondÛ (Casabe) ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4848524,305;2292224,841
23100080;29;71;(5 - 9);8;SANTA CLARA ;Antioquia; YondÛ (Casabe) ; Magdalena Cauca ; rÌo Cimitarra y otros directos al Magdalena ;4854512,843;2293006,863
23105020;4;96;(6 - 8);8;AMPARO EL ;Antioquia; YondÛ (Casabe) ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4845329,285;2302243,252
23105030;83;18;(6 - 8);8;VEGACHI ;Antioquia; VegachÌ; Magdalena Cauca ; RiÛ San Bartolo y otros directos al Magdalena Medio ;4801525,381;2306894,774
23110010;2;99;(4 - 8);6;PUERTO BOYACA ;Boyac·; Puerto Boyac· ; Magdalena Cauca ; Directos al Magdalena Medio entre rÌos Negro ;4822961,33;2215720,111
23110030;88;12;(4 - 8);6;PUERTO NINO ;Boyac·; Puerto Boyac· ; Magdalena Cauca ; Directos al Magdalena Medio entre rÌos Negro ;4842681,902;2214287,611
23110040;87;14;(4 - 8);6;TRIQUE EL ;Boyac·; Puerto Boyac· ; Magdalena Cauca ; Directos al Magdalena Medio entre rÌos Negro ;4826443,321;2208070,634
23110060;69;32;(4 - 9);2;PADILLA ;Santander; Cimitarra ; Magdalena Cauca ; Directos al Magdalena Medio entre rÌos Negro ;4852570,316;2242567,477
23115010;74;27;(4 - 8);6;PUERTO BOYACA ;Boyac·; Puerto Boyac· ; Magdalena Cauca ; Directos al Magdalena Medio entre rÌos Negro ;4826659,16;2218841,464
23115020;12;89;(4 - 8);6;PADILLA ;Santander; Cimitarra ; Magdalena Cauca ; Directos al Magdalena Medio entre rÌos Negro ;4848854,219;2243283,91
23120010;84;17;(5 - 10);5;VERDE LA ;Santander; Cimitarra ; Magdalena Cauca ; rÌo Carare (Minero) ;4900541,462;2266656,683
23120050;94;6;(3 - 9);15;MUZO ;Boyac·; Muzo ; Magdalena Cauca ; rÌo Carare (Minero) ;4878070,431;2169699,134
23120070;46;55;(5 - 9);8;PUERTO ARAUJO ;Santander; Cimitarra ; Magdalena Cauca ; rÌo Carare (Minero) ;4876586,294;2280058,385
23120080;12;88;(3 - 9);15;BORBUR 1 ;Boyac·; San Pablo De Borbur ; Magdalena Cauca ; rÌo Carare (Minero) ;4881920,35;2182422,895
23120090;10;90;(4 - 10);8;LANDAZURI ;Santander; VÈlez ; Magdalena Cauca ; rÌo Carare (Minero) ;4909689,433;2244999,728
23120100;11;90;(3 - 9);15;ALBANIA ;Santander; Albania; Magdalena Cauca ; rÌo Carare (Minero) ;4898550,27;2197129,365
23120140;41;59;(3 - 9);15;PAUNA ;Boyac·; Pauna ; Magdalena Cauca ; rÌo Carare (Minero) ;4891145,965;2182406,644
23120150;4;96;(3 - 9);15;MARIPI ;Boyac·; MaripÌ ; Magdalena Cauca ; rÌo Carare (Minero) ;4887436,483;2171361,629
23120180;1;100;(5 - 9);8;CIMITARRA ;Santander; Cimitarra ; Magdalena Cauca ; rÌo Carare (Minero) ;4894963,62;2256075,744
23120200;76;25;(5 - 9);8;PUERTO ARAUJO ALERTAS ;Santander; Cimitarra ; Magdalena Cauca ; rÌo Carare (Minero) ;4880362,965;2280111,538
23120210;77;23;(3 - 9);15;COPER ;Boyac·; Coper ; Magdalena Cauca ; rÌo Carare (Minero) ;4884183,24;2163041,862
23120220;78;22;(4 - 9);2;PRADERA LA ;Santander; Jes˙s MarÌa ; Magdalena Cauca ; rÌo Carare (Minero) ;4898934,618;2206798,493
23120240;98;2;(3 - 9);15;PAIME ;Cundinamarca; Paime ; Magdalena Cauca ; rÌo Carare (Minero) ;4872120,663;2151649,88
23120250;88;13;(3 - 9);15;BORBUR 2 ;Boyac·; San Pablo De Borbur ; Magdalena Cauca ; rÌo Carare (Minero) ;4881692,386;2182383,404
23120260;10;90;(3 - 9);15;OTANCHE ;Boyac·; Otanche ; Magdalena Cauca ; rÌo Carare (Minero) ;4868864,484;2183743,694
23125040;88;13;(5 - 9);8;CAMPO CAPOTE ;Santander; Puerto Parra ; Magdalena Cauca ; rÌo OpÛn ;4898279,297;2289162,665
23125050;83;17;(5 - 9);8;CARARE ;Santander; Puerto Parra ; Magdalena Cauca ; rÌo Carare (Minero) ;4882723,573;2292877,656
23125060;85;16;(3 - 9);15;ALBANIA ;Santander; Albania; Magdalena Cauca ; rÌo Carare (Minero) ;4898914,539;2194366
23125070;55;45;(2 - 9);6;SAN CAYETANO ;Cundinamarca; San Cayetano; Magdalena Cauca ; rÌo Carare (Minero) ;4881851,321;2143742,698
23125080;88;12;(3 - 9);15;OTANCHE ;Boyac·; Otanche ; Magdalena Cauca ; rÌo Carare (Minero) ;4868864,484;2183743,694
23125090;54;46;(3 - 9);15;PAUNA ;Boyac·; Pauna ; Magdalena Cauca ; rÌo Carare (Minero) ;4891401,113;2182347,887
23125100;96;5;(3 - 9);15;BUENAVISTA ;Boyac·; Buenavista; Magdalena Cauca ; rÌo Carare (Minero) ;4895575,25;2167471,65
23125110;5;96;(5 - 9);8;PORTUGAL HACIENDA ;Santander; Cimitarra ; Magdalena Cauca ; rÌo Carare (Minero) ;4883947,449;2276358,587
23125120;83;18;(5 - 9);8;CIMITARRA ;Santander; Cimitarra ; Magdalena Cauca ; rÌo Carare (Minero) ;4894716,271;2255185,939
23125130;78;22;(4 - 10);8;LANDAZURI ;Santander; Land·zuri ; Magdalena Cauca ; rÌo Carare (Minero) ;4910550,389;2245520,257
23125140;55;45;(3 - 9);15;Aerop. Furatena Aut;Boyac·; QuÌpama ; Magdalena Cauca ; rÌo Carare (Minero) ;4869076,128;2168172,216
23125150;41;59;(2 - 9);6;VILLAGOMEZ ;Cundinamarca; VillagÛmez ; Magdalena Cauca ; rÌo Carare (Minero) ;4867431,673;2140646,835
23130010;99;1;(6 - 9);4;CHUCURI ;Santander; Barrancabermeja ; Magdalena Cauca ; rÌo OpÛn ;4886092,236;2318105,756
23140030;9;92;(5 - 10);5;CARMEN EL ;Santander; El Carmen; Magdalena Cauca ; rÌo OpÛn ;4943656,18;2297968,504
23140060;8;92;(5 - 10);5;MELITOSA LA ;Santander; Simacota ; Magdalena Cauca ; rÌo OpÛn ;4911604,575;2291042,864
23140070;69;31;(6 - 10);5;DOS BOCAS HACIENDA ;Santander; El Carmen; Magdalena Cauca ; rÌo OpÛn ;4931912,668;2306331,419
23145020;85;16;(5 - 10);5;CARMEN EL ;Santander; El Carmen; Magdalena Cauca ; rÌo OpÛn ;4943656,18;2297968,504
23147020;77;24;(6 - 9);4;PUENTE FERROCARRIL ;Santander; Simacota ; Magdalena Cauca ; rÌo OpÛn ;4896716,177;2306571,805
23155030;97;3;(6 - 10);5;AEROPUERTO YARIGUIES ;Santander; Barrancabermeja ; Magdalena Cauca ; rÌo OpÛn ;4910725,942;2334481,873
23155040;86;14;(6 - 10);5;CENTRO EL ;Santander; Barrancabermeja ; Magdalena Cauca ; rÌo OpÛn ;4915502,116;2316036,771
23160010;89;12;(6 - 9);4;YONDO ;Antioquia; YondÛ (Casabe) ; Magdalena Cauca ; rÌo Cimitarra y otros directos al Magdalena ;4895772,923;2341478,604
23170030;32;68;(7 - 9);5;YANACUE ;BolÌvar; Cantagallo ; Magdalena Cauca ; rÌo Cimitarra y otros directos al Magdalena ;4889659,729;2364762,36
23170050;21;79;(6 - 9);4;SANTO DOMINGO ;BolÌvar; Cantagallo ; Magdalena Cauca ; rÌo Cimitarra y otros directos al Magdalena ;4865695,48;2344557,424
23170060;24;77;(7 - 9);5;MONTERRUBIO FINCA ;BolÌvar; Cantagallo ; Magdalena Cauca ; rÌo Cimitarra y otros directos al Magdalena ;4884150,727;2368458,643
23175020;94;7;(6 - 8);8;AEROPUERTO OTU ;Antioquia; Remedios ; Magdalena Cauca ; rÌo Cimitarra y otros directos al Magdalena ;4810485,204;2333133,755
23180020;98;2;(7 - 10);18;PUERTO WILCHES ;Santander; Puerto Wilches ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4901471,67;2370109,612
23180030;54;47;(7 - 10);18;CASA NUEVA ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4939346,897;2390462,181
23180040;91;10;(7 - 10);18;PORVENIR EL ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4946750,454;2381551,348
23180050;90;11;(7 - 10);18;ESTABLO EL ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4934048,447;2391359,368
23180060;55;45;(7 - 10);18;RETIRADA LA ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4937506,481;2388622,695
23180070;96;4;(7 - 10);18;SABANA DE TORRES ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4946007,461;2374614,695
23180080;90;10;(7 - 10);18;ELOY VALENZUELA ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4925186,418;2385631,809
23180100;91;10;(8 - 10);4;SITIO NUEVO ;Santander; Puerto Wilches ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4911735,397;2418133,937
23180110;89;11;(7 - 10);18;PATURIA ;Santander; Puerto Wilches ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4908999,65;2396342,749
23180120;88;12;(7 - 9);5;COQUERA LA ;Santander; Puerto Wilches ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4898562,372;2356208,653
23185010;97;4;(7 - 10);18;VILLA LEIVA ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4940745,613;2381926,646
23190110;84;16;(8 - 11);5;LIBANO EL ;Cesar; San Alberto ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4952828,656;2424121,578
23190120;4;96;(7 - 11);18;MATANZA ;Santander; Matanza ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4996322,72;2372006,74
23190140;99;2;(7 - 11);18;PLAYON EL ;Santander; El PlayÛn ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4977787,971;2382847,235
23190210;61;39;(7 - 10);18;MAGARA ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4924867,324;2397113,354
23190240;11;89;(7 - 11);18;CNO SIETE ;Santander; Rionegro; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4950359,94;2375715,181
23190250;15;86;(7 - 11);18;CAMPOHERMOSO ;Santander; Rionegro; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4952202,92;2379396,935
23190260;94;6;(6 - 11);27;LAGUNA LA ;Santander; Lebrija ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4976419,847;2340303,695
23190270;7;94;(6 - 11);27;LIMONCITO ;Santander; Floridablanca ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4988960,491;2337015,77
23190280;99;1;(6 - 11);27;PALO GORDO ;Santander; GirÛn ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4985308,731;2327899,521
23190310;4;97;(7 - 11);18;SAN IGNACIO ;Santander; Rionegro; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4983447,32;2357275,5
23190320;56;45;(7 - 11);18;PROVINCIA ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4952014,911;2375989,804
23190330;4;97;(6 - 11);27;BUENAVISTA ;Santander; Piedecuesta ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4994479,658;2331489,67
23190340;100;0;(7 - 11);18;MATAJIRA ;Santander; Matanza ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4992857,518;2355063,211
23190350;99;1;(7 - 11);18;LLANO DE PALMAS ;Santander; Rionegro; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4978441,973;2358029,441
23190360;95;5;(7 - 11);18;PORTACHUELO ;Santander; Rionegro; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4981795,868;2367743,266
23190370;0;100;(7 - 11);18;MATANZA ;Santander; Matanza ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4996322,72;2372006,74
23190380;99;2;(7 - 11);18;PALMAS ;Santander; Lebrija ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4975954,494;2354819,811
