Estacion;Porc_datos;pct_nulos;Celda_XY;Conteo_celda;Nombre_Est;Depto;Mpio;AH; Z_SZH;x;y
11120010;10;90;(7 - 2);4;SALAQUI ;ChocÛ; Riosucio; Caribe ; DariÈn rÌo SalaquÌ y otros directos Bajo Atrato ;4527111,661;2381663,574
11120040;80;20;(7 - 2);4;RIOSUCIO ;ChocÛ; Riosucio; Caribe ; DariÈn rÌo Sucio ;4545703,357;2382164,29
11125010;39;62;(6 - 2);2;TERESITA LA ;ChocÛ; Riosucio; Caribe ; DariÈn rÌo SalaquÌ y otros directos Bajo Atrato ;4502669,579;2333872,595
11130020;71;29;(7 - 2);4;HONDA LA ;ChocÛ; Riosucio; Caribe ; DariÈn rÌo SalaquÌ y otros directos Bajo Atrato ;4544710,137;2397376,641
11130030;2;98;(8 - 2);3;SAUTATA ;ChocÛ; Riosucio; Caribe ; DariÈn rÌo Tanela y otros Directos al Caribe ;4540479,932;2429549,179
11135010;54;47;(8 - 2);3;SAUTATA ;ChocÛ; Riosucio; Caribe ; DariÈn rÌo Tanela y otros Directos al Caribe ;4545985,268;2427648,41
11135020;11;89;(7 - 2);4;BALSA LA ;ChocÛ; Riosucio; Caribe ; DariÈn rÌo SalaquÌ y otros directos Bajo Atrato ;4536416,253;2390807,972
11135030;89;11;(8 - 2);3;Unguia Aut;ChocÛ; UnguÌa ; Caribe ; DariÈn rÌo Tanela y otros Directos al Caribe ;4549371,699;2448301,937
11140010;4;97;(8 - 3);18;MARIRRIO ;Antioquia; Turbo ; Caribe ; DariÈn Directos Bajo Atrato entre rÌo Sucio y desembocadura ;4564553,472;2444084,995
11145010;16;85;(7 - 3);4;BAJIRA ;ChocÛ; Riosucio; Caribe ; DariÈn rÌo Sucio ;4595245,291;2375514,375
11150010;87;14;(9 - 3);7;TITUMATE ;ChocÛ; UnguÌa ; Caribe ; DariÈn rÌo Tolo y otros Directos al Caribe ;4551004,237;2478346,694
11150020;87;13;(9 - 3);7;TANELA ;ChocÛ; UnguÌa ; Caribe ; DariÈn rÌo Tanela y otros Directos al Caribe ;4554749,35;2462228,962
11150030;78;23;(10 - 2);2;ACANDI ;ChocÛ; AcandÌ; Caribe ; DariÈn rÌo Tolo y otros Directos al Caribe ;4529081,226;2503266,188
11155010;11;90;(10 - 2);2;PLAYA LA ;ChocÛ; AcandÌ; Caribe ; DariÈn rÌo Tolo y otros Directos al Caribe ;4528379,585;2503551,32
11155020;4;97;(9 - 3);7;GLORIA LA ;ChocÛ; UnguÌa ; Caribe ; DariÈn rÌo Tanela y otros Directos al Caribe ;4551968,694;2473751,313
12010010;92;8;(8 - 3);18;TORMENTO EL ;Antioquia; Turbo ; Caribe ; Litoral rÌo LeÛn ;4574771,938;2418113,392
12010030;89;12;(7 - 3);4;BARRANQUILLITA ;Antioquia; ChigorodÛ ; Caribe ; Litoral rÌo LeÛn ;4591734,67;2396214,287
12010040;15;85;(8 - 3);18;TULENAPA ;Antioquia; ChigorodÛ ; Caribe ; Litoral rÌo LeÛn ;4595508,58;2406886,515
12010050;76;24;(8 - 3);18;TOSCANA LA ;Antioquia; Carepa ; Caribe ; Litoral rÌo LeÛn ;4591625,324;2422577,77
12010060;82;19;(8 - 3);18;LORENA LA ;Antioquia; ApartadÛ ; Caribe ; Litoral rÌo LeÛn ;4593212,59;2428653,703
12010070;84;17;(8 - 3);18;CASCO EL ;Antioquia; ApartadÛ ; Caribe ; Litoral rÌo LeÛn ;4597803,53;2430981,881
12010080;32;69;(8 - 3);18;SANTA ISABEL ;Antioquia; Carepa ; Caribe ; Litoral rÌo LeÛn ;4595587,893;2416113,66
12010090;83;17;(8 - 3);18;TRIGANA ;Antioquia; Carepa ; Caribe ; Litoral rÌo LeÛn ;4590591,147;2415898,716
12010100;79;22;(8 - 4);15;EUPOL ;Antioquia; Turbo ; Caribe ; Litoral RÌo LeÛn;4601216,889;2437715,842
12010110;84;16;(8 - 3);18;PRADO MAR ;Antioquia; Turbo ; Caribe ; Litoral rÌo Mulatos y otros directos al Caribe ;4598924,374;2442374,365
12010120;84;16;(8 - 3);18;SANTA MARTHA ;Antioquia; Turbo ; Caribe ; Litoral rÌo LeÛn ;4597697,167;2435344,447
12010130;4;97;(8 - 3);18;CHIGORODO ;Antioquia; ChigorodÛ ; Caribe ; Litoral rÌo LeÛn ;4591858,351;2410609,129
12010140;9;92;(8 - 3);18;RIOGRANDE ;Antioquia; Turbo ; Caribe ; Litoral rÌo LeÛn ;4599445,42;2436381,57
12010150;0;100;(7 - 4);3;VILLA ARTEAGA ;Antioquia; Mutat· ; Caribe ; Litoral rÌo LeÛn ;4600832,93;2382850,433
12010160;25;76;(8 - 4);15;SAN JOSE APARTADO ;Antioquia; ApartadÛ ; Caribe ; Litoral RÌo LeÛn;4603060,739;2428967,73
12010170;41;59;(7 - 3);4;NUEVO ORIENTE ;Antioquia; Turbo ; Caribe ; DariÈn Directos Bajo Atrato entre rÌo Sucio y desembocadura ;4592786,267;2384061,306
12010180;24;76;(8 - 4);15;CHOROMANDO HACIENDA ;Antioquia; Turbo ; Caribe ; Litoral RÌo LeÛn;4604980,249;2438178,295
12015010;64;36;(7 - 4);3;VILLARTEAGA ;Antioquia; Mutat· ; Caribe ; Litoral rÌo LeÛn ;4615168,157;2369966,45
12015020;83;18;(8 - 3);18;UNIBAN ;Antioquia; ApartadÛ ; Caribe ; Litoral rÌo LeÛn ;4597353,99;2424504,866
12015030;15;86;(8 - 3);18;Idema Montecrisanto;Antioquia; ChigorodÛ ; Caribe ; Litoral rÌo LeÛn ;4593651,694;2405056,831
12015040;2;99;(8 - 3);18;NEGRA LA 1 ;Antioquia; Turbo ; Caribe ; Litoral rÌo LeÛn ;4593941,92;2438275,241
12015050;20;81;(8 - 3);18;RIOGRANDE ;Antioquia; Turbo ; Caribe ; Litoral rÌo LeÛn ;4599428,886;2434535,684
12015060;58;42;(8 - 3);18;Tulenapa Aut;Antioquia; Carepa ; Caribe ; Litoral RÌo LeÛn;4595712,72;2418764,53
12015070;72;28;(8 - 3);18;AEROPUERTO LOS CEDROS ;Antioquia; Carepa ; Caribe ; Litoral rÌo LeÛn ;4589995,423;2423514,277
12015080;12;89;(8 - 4);15;CERRAZON LA ;Antioquia; ChigorodÛ ; Caribe ; Litoral RÌo LeÛn;4601078,377;2412375,606
12015090;69;31;(7 - 4);3;PALMERA LA ;Antioquia; ChigorodÛ ; Caribe ; Litoral rÌo LeÛn ;4602140,373;2392620,458
12020010;95;6;(9 - 4);2;PUEBLO BELLO ;Antioquia; Turbo ; Caribe ; Litoral rÌo Mulatos y otros directos al Caribe ;4612209,74;2465795,396
12020040;17;83;(8 - 4);15;NUEVA ANTIOQUIA ;Antioquia; Turbo ; Caribe ; Litoral RÌo Mulatos y otros directos al Caribe ;4608755,24;2449217,865
12020170;13;88;(9 - 3);7;PLAYONA LA ;Antioquia; Turbo ; Caribe ; Litoral rÌo Mulatos y otros directos al Caribe ;4597852,769;2464078,429
12025010;26;74;(9 - 3);7;AEROPUERTO GONZALO ;Antioquia; Turbo ; Caribe ; Litoral rÌo Mulatos y otros directos al Caribe ;4588590,607;2456780,524
12025020;13;87;(9 - 3);7;CARIBIA ;Antioquia; NecoclÌ; Caribe ; Litoral rÌo Mulatos y otros directos al Caribe ;4594502,805;2499176,393
12025030;62;38;(10 - 3);1;El Mellito;Antioquia; NecoclÌ; Caribe ; Litoral rÌo Mulatos y otros directos al Caribe ;4595647,41;2503890,391
12025040;46;55;(9 - 3);7;Turbo Aut;Antioquia; Turbo ; Caribe ; Litoral ;4590441,329;2454010,336
12030010;93;8;(10 - 4);5;San Juan de Urab·;Antioquia; San Juan De Urab· ; Caribe ; Litoral rÌo Mulatos y otros directos al Caribe ;4611329,203;2527278,436
12030020;90;10;(10 - 4);5;El Carmelo;Antioquia; Arboletes ; Caribe ; Litoral rÌo San Juan ;4628052,479;2512154,875
12040010;88;13;(10 - 4);5;JARAMAGAL ;CÛrdoba; Puerto Escondido ; Caribe ; Litoral Rio Canalete y otros Arroyos Directos al Caribe;4645852,356;2543085,79
12040020;96;5;(10 - 4);5;CANALETE ;CÛrdoba; Canalete ; Caribe ; Litoral Rio Canalete y otros Arroyos Directos al Caribe;4644122,363;2530494,565
12045010;84;16;(10 - 4);5;ARBOLETES ;Antioquia; Arboletes ; Caribe ; Litoral Rio Canalete y otros Arroyos Directos al Caribe;4622558,565;2537329,138
12045020;86;15;(11 - 4);1;Cristo Rey Aut;CÛrdoba; Puerto Escondido ; Caribe ; Litoral Rio Canalete y otros Arroyos Directos al Caribe ;4645620,734;2561935,713
13010010;15;86;(8 - 5);2;MOLINILLO ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4663618,569;2408197,683
13010020;8;93;(8 - 4);15;TUCURA ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4639912,862;2436044,321
13010040;14;86;(8 - 5);2;FLECHA LA ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4672779,199;2402600,573
13015010;10;91;(8 - 4);15;URRA 2 ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4647100,395;2413852,223
13015020;8;93;(8 - 4);15;TUCURA ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4641780,932;2439719,184
13015030;36;64;(8 - 4);15;CAMPO BELLO ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4643634,306;2441549,376
13015040;32;69;(8 - 4);15;REPRESA URRA ;CÛrdoba; Tierralta ; Caribe ; Medio Sin˙ ;4647001,365;2444935,757
13020020;43;58;(8 - 4);15;CIELO EL ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4623344,479;2434332,768
13020040;20;81;(8 - 4);15;SAIZA ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4615788,42;2410407,871
13025020;2;98;(8 - 4);15;ESMERALDA LA ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4641665,755;2424961,955
13025030;47;53;(8 - 4);15;DESPENSA LA ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4636190,68;2430539,216
13030010;95;5;(9 - 5);10;TIERRALTA ;CÛrdoba; Tierralta ; Caribe ; Medio Sin˙ ;4663691,381;2463898,482
13035010;34;67;(8 - 4);15;PUERTO NUEVO ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4638088,361;2437903,562
13035501;81;20;(10 - 5);28;AEROPUERTO LOS GARZONES ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4689334,15;2534431,891
13040010;50;51;(9 - 4);2;QUIMARI ;CÛrdoba; Tierralta ; Caribe ; Alto Sin˙ Urr· ;4632675,822;2450861,34
13040030;55;45;(9 - 5);10;PEZVAL ;CÛrdoba; Valencia ; Caribe ; Medio Sin˙ ;4650955,42;2472359,452
13045010;28;73;(9 - 5);10;JARAGUAY ;CÛrdoba; Valencia ; Caribe ; Medio Sin˙ ;4660449,908;2476465,801
13050010;93;7;(10 - 5);28;SANTA LUCIA ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4665126,126;2537143,135
13050020;84;16;(10 - 5);28;SANTA CRUZ HACIENDA ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4656306,976;2517171,398
13050030;94;7;(9 - 5);10;LOMA VERDE ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4650495,869;2498895,638
13050040;8;93;(9 - 5);10;TRES PIEDRAS ;CÛrdoba; MonterÌa ; Caribe ; Medio Sin˙ ;4673434,341;2492965,549
13055010;12;88;(10 - 5);28;VORAGINE LA ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4666219,645;2509621,29
13055030;59;42;(10 - 5);28;GALAN ;CÛrdoba; MonterÌa ; Caribe ; Medio Sin˙ ;4672970,442;2516115,497
13060010;88;13;(10 - 5);28;SAN ANTERITO ;CÛrdoba; MonterÌa ; Caribe ; Medio Sin˙ ;4685151,333;2504803,409
13060020;97;4;(9 - 5);10;BUENOS AIRES ;CÛrdoba; MonterÌa ; Caribe ; Medio Sin˙ ;4695640,403;2495660,38
13060030;96;5;(9 - 5);10;CARAMELO ;CÛrdoba; Tierralta ; Caribe ; Medio Sin˙ ;4680200,552;2472566,82
13065010;16;85;(9 - 5);10;TORPEZA LA ;CÛrdoba; MonterÌa ; Caribe ; Medio Sin˙ ;4673420,31;2491121,339
13065020;74;26;(9 - 5);10;MARACAYO ;CÛrdoba; MonterÌa ; Caribe ; Medio Sin˙ ;4682949,683;2488468,128
13070010;89;12;(11 - 5);13;LIMON EL ;CÛrdoba; San Bernardo Del Viento ; Caribe ; Bajo Sin˙ ;4677425,486;2590990,921
13070020;90;10;(11 - 6);5;MOMIL ;CÛrdoba; Momil ; Caribe ; Bajo Sin˙ ;4704752,494;2579524,957
13070030;50;50;(11 - 5);13;SABANA NUEVA ;CÛrdoba; San Pelayo ; Caribe ; Bajo Sin˙ ;4688608,715;2557396,976
13070040;97;3;(10 - 5);28;RABOLARGO ;CÛrdoba; CeretÈ ; Caribe ; Bajo Sin˙ ;4698533,511;2548168,657
13070050;91;9;(10 - 5);28;CERETE ;CÛrdoba; CeretÈ ; Caribe ; Bajo Sin˙ ;4693667,298;2541535,833
13070070;98;2;(10 - 5);28;BOCA DE LA CEIBA ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4685929,61;2534909,638
13070080;31;69;(10 - 6);13;SIGLO EL ;CÛrdoba; CiÈnaga De Oro ; Caribe ; Bajo Sin˙ ;4717871,296;2547961,559
13070090;96;4;(10 - 6);13;SAN CARLOS ;CÛrdoba; San Carlos; Caribe ; Bajo Sin˙ ;4702923,998;2530428,27
13070100;97;4;(10 - 6);13;SANTA ROSA ;CÛrdoba; San Carlos; Caribe ; Bajo Sin˙ ;4713887,623;2524880,815
13070110;98;2;(10 - 5);28;CARRIZAL ;CÛrdoba; San Carlos; Caribe ; Bajo Sin˙ ;4697098,224;2518453,954
13070120;95;5;(10 - 6);13;CALLEMAR ;CÛrdoba; San Carlos; Caribe ; Bajo Sin˙ ;4705449,178;2520115,116
13070130;53;48;(10 - 5);28;CALIFORNIA ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4688396,723;2529736,461
13070140;54;46;(10 - 5);28;COROZA 1 ;CÛrdoba; CeretÈ ; Caribe ; Bajo Sin˙ ;4697609,75;2535199,873
13070150;52;49;(10 - 5);28;MOCARI ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4684741,995;2531608,429
13070160;46;55;(10 - 6);13;BERASTEGUI ;CÛrdoba; CiÈnaga De Oro ; Caribe ; Bajo Sin˙ ;4703151,206;2540691,154
13070170;81;19;(10 - 5);28;BUENOS AIRES 1 ;CÛrdoba; San Carlos; Caribe ; Bajo Sin˙ ;4697590,399;2528500,143
13070180;81;20;(11 - 5);13;CARRILLO ;CÛrdoba; San Pelayo ; Caribe ; Bajo Sin˙ ;4688737,91;2551986,465
13070190;83;18;(10 - 5);28;COROZA 2 ;CÛrdoba; San Carlos; Caribe ; Bajo Sin˙ ;4695935,6;2532046,678
13070200;45;55;(10 - 5);28;COROCITO ;CÛrdoba; San Pelayo ; Caribe ; Bajo Sin˙ ;4692204,474;2548148,705
13070210;45;56;(11 - 5);13;COTORRA ;CÛrdoba; Cotorra ; Caribe ; Bajo Sin˙ ;4694108,33;2557354,621
13070220;47;54;(10 - 5);28;FLOR DEL SINU ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4686590,404;2533438,47
13070230;51;49;(10 - 5);28;HORIZONTE ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4684713,793;2527920,277
13070240;45;56;(11 - 5);13;CERRO BAHIA ;CÛrdoba; Lorica ; Caribe ; Bajo Sin˙ ;4687009,561;2586916,533
13070250;47;53;(11 - 5);13;TRAPICHE EL ;CÛrdoba; Lorica ; Caribe ; Bajo Sin˙ ;4683360,945;2588790,322
13070260;45;55;(10 - 5);28;LAMAS 3 ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4686520,379;2524218,219
13070270;50;51;(10 - 5);28;MONTERIA ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4687497,493;2534522,679
13070280;80;20;(10 - 5);28;SABANAL ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4697419,817;2530253,193
13070290;62;39;(10 - 5);28;TAMPA ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4695544,605;2512134,15
13070300;8;93;(11 - 6);5;CHIMA ;CÛrdoba; Chima; Caribe ; Bajo Sin˙ ;4712530,703;2570125,16
13070310;1;99;(11 - 6);5;CHIMA ;CÛrdoba; Chima; Caribe ; Bajo Sin˙ ;4712530,703;2570125,16
13070330;3;98;(11 - 5);13;ICOTEAS LAS ;CÛrdoba; Cotorra ; Caribe ; Bajo Sin˙ ;4695955,92;2559184,614
13070340;43;57;(10 - 5);28;PALMA DE VINO ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4692024,266;2524176,981
13070390;0;100;(10 - 6);13;CIENAGA DE ORO ;CÛrdoba; CiÈnaga De Oro ; Caribe ; Bajo Sin˙ ;4710842,85;2539160,812
13070420;2;98;(11 - 5);13;CNO EL MUERTO ;CÛrdoba; Lorica ; Caribe ; Bajo Sin˙ ;4687009,561;2586916,533
13070440;58;43;(11 - 6);5;VILLA MARCELA ;CÛrdoba; San Antero ; Caribe ; Litoral Directos Caribe Golfo de Morrosquillo ;4701463,374;2592580,817
13075010;86;15;(11 - 6);5;CHIMA ;CÛrdoba; Chima; Caribe ; Bajo Sin˙ ;4711935,831;2570212,316
13075020;96;4;(10 - 6);13;SALADO EL ;CÛrdoba; CiÈnaga De Oro ; Caribe ; Bajo Sin˙ ;4716132,348;2543978,909
13075030;90;11;(10 - 5);28;TURIPANA ;CÛrdoba; CeretÈ ; Caribe ; Bajo Sin˙ ;4691904,182;2535927,736
13075040;9;91;(10 - 6);13;AEROPUERTO BERASTEGUI ;CÛrdoba; CiÈnaga De Oro ; Caribe ; Bajo Sin˙ ;4706818,56;2540664,612
13075050;61;39;(10 - 5);28;UNIV DE CORDOBA ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4685302,42;2530927,941
13075060;3;98;(10 - 5);28;MONTERIA ;CÛrdoba; MonterÌa ; Caribe ; Bajo Sin˙ ;4682865,11;2526090,218
13077070;98;3;(10 - 6);13;CIENAGA DE ORO ;CÛrdoba; CiÈnaga De Oro ; Caribe ; Bajo Sin˙ ;4710842,85;2539160,812
13080010;98;3;(10 - 5);28;SAN ANTONIO ;CÛrdoba; San Pelayo ; Caribe ; Bajo Sin˙ ;4675322,517;2546716,67
13080020;6;94;(11 - 5);13;LORICA ;CÛrdoba; Lorica ; Caribe ; Bajo Sin˙ ;4688797,215;2581369,652
13080030;1;100;(10 - 5);28;SAN ANTONIO ;CÛrdoba; San Pelayo ; Caribe ; Bajo Sin˙ ;4672019,331;2546462,939
13080060;1;100;(11 - 5);13;DOCTRINA LA ;CÛrdoba; Lorica ; Caribe ; Bajo Sin˙ ;4683345,921;2586946,18
13085010;92;9;(11 - 5);13;DOCTRINA LA ;CÛrdoba; Lorica ; Caribe ; Bajo Sin˙ ;4682305,361;2586647,284
13085030;94;7;(11 - 5);13;SAN BERNARDO DEL VIENTO ;CÛrdoba; San Bernardo Del Viento ; Caribe ; Bajo Sin˙ ;4676083,79;2594752,355
13085050;78;22;(11 - 5);13;Lorica Ita Aut;CÛrdoba; Lorica ; Caribe ; Bajo Sin˙ ;4687581,314;2581680,563
16050140;8;93;(8 - 11);5;JURISDICCIONES ;Norte de Santander; Ì¬Åbrego ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4974287,77;2425424,636
21210020;94;6;(1 - 6);24;JUNTAS LAS ;Tolima; IbaguÈ ; Magdalena Cauca ; rÌo Coello ;4742503,699;2061881,91
21210100;40;60;(1 - 6);24;RANCHO EL ;Tolima; IbaguÈ ; Magdalena Cauca ; rÌo Coello ;4741542,335;2066750,75
21210110;72;29;(1 - 6);24;PLACER EL ;Tolima; IbaguÈ ; Magdalena Cauca ; rÌo Coello ;4747346,333;2057956,202
21210220;95;6;(1 - 6);24;PALMAR EL ;Tolima; IbaguÈ ; Magdalena Cauca ; rÌo Coello ;4742065,244;2064515,849
21210260;33;68;(1 - 6);24;SILENCIO EL ;Tolima; IbaguÈ ; Magdalena Cauca ; rÌo Coello ;4735685,608;2070422,601
21230070;89;12;(1 - 8);10;SAN JUAN D RIOSECO ;Cundinamarca; San Juan De Rioseco ; Magdalena Cauca ; rÌo Seco y otros Directos al Magdalena ;4820110,26;2094275,253
21230090;79;22;(2 - 8);12;ARRANCAPLUMAS ;Cundinamarca; Guaduas ; Magdalena Cauca ; rÌo Seco y otros Directos al Magdalena ;4808410,69;2133157,692
21230120;66;34;(2 - 8);12;BELLEZA LA ;Cundinamarca; ChaguanÌ ; Magdalena Cauca ; rÌo Seco y otros Directos al Magdalena ;4824771,168;2109088,38
21240040;29;72;(1 - 7);23;SANTA ISABEL ;Tolima; Santa Isabel ; Magdalena Cauca ; rÌo Totare;4767144,519;2077694,324
21240070;87;14;(1 - 7);23;ANZOATEGUI ;Tolima; Anzo·tegui ; Magdalena Cauca ; rÌo Totare;4768233,318;207078,609
21240110;61;40;(1 - 7);23;BODEGA LA ;Tolima; Santa Isabel ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4762839,422;2081644,93
21245050;1;100;(1 - 6);24;AFRICA ABAJO ;Tolima; Santa Isabel ; Magdalena Cauca ; rÌo Totare;4739427,695;2083311,908
21245070;1;100;(1 - 6);24;AFRICA LA LINEA ;Tolima; Santa Isabel ; Magdalena Cauca ; rÌo Ot˙n y otros directos al Cauca ;4735735,895;2085167,706
21245090;30;71;(1 - 7);23;ERMITA LA ;Tolima; Santa Isabel ; Magdalena Cauca ; rÌo Totare;4750509,716;2079589,76
21245100;4;97;(1 - 6);24;TOTARITO ;Tolima; Santa Isabel ; Magdalena Cauca ; rÌo Totare;4748660,685;2079595,72
21245120;4;97;(1 - 7);23;ALTO PURIMA ;Tolima; Santa Isabel ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4767150,66;2079537,109
21245140;76;25;(1 - 7);23;SANTA ISABEL ;Tolima; Santa Isabel ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4767763,514;2079003,922
21250050;60;41;(1 - 7);23;ALTO DEL OSO ;Tolima; Murillo ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4750558,22;2094332,831
21250060;21;79;(2 - 7);24;Idema Armero;Tolima; Armero (Guayabal) ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4787564,194;2107117,246
21250070;94;6;(1 - 7);23;SIERRA LA ;Tolima; LÈrida ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4785401,461;2088709,597
21250100;58;42;(1 - 7);23;ESTRELLA LA ;Tolima; Venadillo ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4789493,236;2084466,35
21250120;62;38;(2 - 7);24;VILLAHERMOSA ;Tolima; Villahermosa ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4765300,572;2112734,22
21250150;5;96;(2 - 7);24;PUENTE KM 85 EL ;Tolima; Armero (Guayabal) ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4796793,555;2103406,51
21250170;49;52;(2 - 7);24;BOQUERON ;Tolima; Villahermosa ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4750269,841;2100292,815
21250190;33;67;(1 - 7);23;GARCIA HACIENDA ;Tolima; LÈrida ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4789375,528;2094213,921
21250310;1;99;(1 - 8);10;IDEMA ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4802293,624;2086808,964
21250350;5;96;(1 - 8);10;TRIUNFO EL HACIENDA ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4800469,651;2096026,103
21250360;5;96;(2 - 7);24;PUENTE EL KM 89 ;Tolima; Armero (Guayabal) ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4793097,606;2103416,318
21250370;27;73;(2 - 7);24;FLORIDA LA HACIENDA ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4798641,503;2103400,988
21250410;0;100;(2 - 7);24;BLEDONIA ;Tolima; LÈrida ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4787553,553;2103432,64
21250430;60;41;(1 - 8);10;CAMPAMENTO AMBALEM ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4804141,931;2086804,187
21250440;4;96;(1 - 7);23;ALEGRIAS ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4785684,25;2096066,984
21250450;96;5;(2 - 7);24;POTOSI HACIENDA ;Tolima; Armero (Guayabal) ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4791382,942;2116653,876
21250460;86;15;(1 - 7);23;VENADILLO ;Tolima; Venadillo ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4787349,967;2073634,754
21250480;62;38;(2 - 7);24;SANTA BARBARA ;Tolima; Murillo ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4753884,65;2100581,763
21250500;97;4;(2 - 7);24;LIBANO ;Tolima; LÌbano ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4769896,876;2102219,612
21250510;22;78;(2 - 7);24;Armero Granja C Unive;Tolima; Armero (Guayabal) ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4787564,194;2107117,246
21250530;3;97;(2 - 7);24;PALMA LA ;Tolima; LÌbano ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4769077,969;2105330,342
21250540;39;61;(1 - 8);10;BOCATOMA C NORTE ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4800445,299;2086813,785
21250550;22;79;(1 - 7);23;ESPERANZA LOBONES ;Tolima; LÈrida ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4785678,982;2094224,38
21250560;38;63;(1 - 7);23;CHORRILLO ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4798611,654;2092346,89
21250570;36;64;(1 - 7);23;IGUACITOS ;Tolima; LÈrida ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4794920,215;2094198,574
21250580;35;66;(1 - 7);23;BOQUERON ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4796753,528;2088666,58
21250590;39;62;(1 - 8);10;BOCATOMA C CENTRAL ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4802293,624;2086808,964
21250600;35;66;(1 - 8);10;GAMBA ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4804151,441;2090489,46
21250610;36;64;(1 - 8);10;ALSACIA ;Tolima; Ambalema ; Magdalena Cauca ; rÌo Lagunilla y Otros Directos al Magdalena ;4802312,891;2094178,75
